Time Period,G1,G2,G3,G4,G5,G6,G7,G8
123,480.0,324.77988343564334,0.0,0.0,0.0,0.0,0.0,0.0
124,480.0,164.93626770910987,0.0,0.0,0.0,0.0,0.0,0.0
125,480.0,144.10023504638593,0.0,0.0,0.0,0.0,0.0,0.0
126,480.0,256.16883049938724,0.0,0.0,0.0,0.0,0.0,0.0
127,480.0,495.3342100704672,0.0,0.0,0.0,0.0,0.0,0.0
128,480.0,514.5322600607296,0.0,0.0,0.0,0.0,0.0,0.0
129,473.816016120903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,480.0,234.89451776455053,0.0,0.0,0.0,0.0,0.0,0.0
131,480.0,320.02805275587025,0.0,0.0,0.0,0.0,0.0,0.0
132,480.0,423.52278079006555,0.0,0.0,0.0,0.0,0.0,0.0
133,480.0,590.0,69.97073279017832,0.0,0.0,0.0,0.0,0.0
134,480.0,590.0,520.0,77.60350846584424,0.0,0.0,0.0,0.0
135,480.0,590.0,520.0,406.0,458.66115399538376,0.0,0.0,0.0
136,480.0,590.0,520.0,406.0,555.2092668805826,0.0,0.0,0.0
137,480.0,590.0,520.0,406.0,870.0,112.39046288910868,0.0,0.0
138,480.0,590.0,520.0,406.0,870.0,350.0,128.95966903653516,0.0
139,480.0,590.0,520.0,406.0,870.0,350.0,71.4615152634342,0.0
140,480.0,590.0,520.0,406.0,870.0,350.0,318.69274253768435,0.0
141,480.0,590.0,520.0,406.0,870.0,350.0,131.9192183704713,0.0
142,480.0,590.0,520.0,406.0,741.9266159209283,0.0,0.0,0.0
143,480.0,590.0,520.0,406.0,534.2229502551154,0.0,0.0,0.0
144,480.0,590.0,520.0,406.0,101.12045025655061,0.0,0.0,0.0
145,480.0,590.0,520.0,157.23249999999985,0.0,0.0,0.0,0.0
146,480.0,590.0,520.0,126.37300000000005,0.0,0.0,0.0,0.0
147,480.0,590.0,520.0,61.98649999999998,0.0,0.0,0.0,0.0
148,480.0,590.0,520.0,406.0,226.77608804671308,0.0,0.0,0.0
149,480.0,590.0,520.0,406.0,380.5074652874914,0.0,0.0,0.0
150,480.0,590.0,520.0,406.0,870.0,7.333555060665731,0.0,0.0
151,480.0,590.0,520.0,406.0,870.0,350.0,348.4022812929916,0.0
152,480.0,590.0,520.0,406.0,870.0,350.0,274.0562268401527,0.0
153,480.0,590.0,520.0,406.0,870.0,350.0,319.60681431652074,0.0
154,480.0,590.0,520.0,406.0,870.0,350.0,414.83430119155037,0.0
155,480.0,590.0,520.0,406.0,870.0,350.0,425.03017274640615,0.0
156,480.0,590.0,520.0,406.0,852.3359859208649,0.0,0.0,0.0
157,480.0,590.0,520.0,406.0,617.9485246269924,0.0,0.0,0.0
158,480.0,590.0,520.0,406.0,324.96577486764545,0.0,0.0,0.0
159,480.0,590.0,520.0,260.2523524361154,0.0,0.0,0.0,0.0
160,480.0,590.0,520.0,393.3661093420433,0.0,0.0,0.0,0.0
161,480.0,590.0,520.0,160.09664348681736,0.0,0.0,0.0,0.0
162,480.0,590.0,520.0,236.57597360271893,0.0,0.0,0.0,0.0
163,480.0,590.0,520.0,144.95057053805067,0.0,0.0,0.0,0.0
164,480.0,590.0,442.72896922812197,0.0,0.0,0.0,0.0,0.0
165,480.0,443.35888067774385,0.0,0.0,0.0,0.0,0.0,0.0
166,480.0,248.80191780050882,0.0,0.0,0.0,0.0,0.0,0.0
167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
